Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,44,Colombia,5419,Yield,15,Wheat,2015,2015,hg/ha,16167,Fc,Calculated data
QC,Crops,98,Croatia,5419,Yield,15,Wheat,2015,2015,hg/ha,53809,Fc,Calculated data
QC,Crops,50,Cyprus,5419,Yield,15,Wheat,2015,2015,hg/ha,29540,Fc,Calculated data
QC,Crops,167,Czechia,5419,Yield,15,Wheat,2015,2015,hg/ha,63559,Fc,Calculated data
QC,Crops,116,Democratic People's Republic of Korea,5419,Yield,15,Wheat,2015,2015,hg/ha,13750,Fc,Calculated data
QC,Crops,250,Democratic Republic of the Congo,5419,Yield,15,Wheat,2015,2015,hg/ha,13204,Fc,Calculated data
QC,Crops,54,Denmark,5419,Yield,15,Wheat,2015,2015,hg/ha,79527,Fc,Calculated data
QC,Crops,58,Ecuador,5419,Yield,15,Wheat,2015,2015,hg/ha,7165,Fc,Calculated data
QC,Crops,59,Egypt,5419,Yield,15,Wheat,2015,2015,hg/ha,65919,Fc,Calculated data
QC,Crops,178,Eritrea,5419,Yield,15,Wheat,2015,2015,hg/ha,12000,Fc,Calculated data
QC,Crops,63,Estonia,5419,Yield,15,Wheat,2015,2015,hg/ha,47885,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,15,Wheat,2015,2015,hg/ha,27941,Fc,Calculated data
QC,Crops,67,Finland,5419,Yield,15,Wheat,2015,2015,hg/ha,41030,Fc,Calculated data
QC,Crops,68,France,5419,Yield,15,Wheat,2015,2015,hg/ha,78008,Fc,Calculated data
QC,Crops,73,Georgia,5419,Yield,15,Wheat,2015,2015,hg/ha,25791,Fc,Calculated data
QC,Crops,79,Germany,5419,Yield,15,Wheat,2015,2015,hg/ha,80877,Fc,Calculated data
QC,Crops,84,Greece,5419,Yield,15,Wheat,2015,2015,hg/ha,29950,Fc,Calculated data
QC,Crops,89,Guatemala,5419,Yield,15,Wheat,2015,2015,hg/ha,21255,Fc,Calculated data
QC,Crops,95,Honduras,5419,Yield,15,Wheat,2015,2015,hg/ha,5551,Fc,Calculated data
QC,Crops,97,Hungary,5419,Yield,15,Wheat,2015,2015,hg/ha,51796,Fc,Calculated data
QC,Crops,100,India,5419,Yield,15,Wheat,2015,2015,hg/ha,27496,Fc,Calculated data
QC,Crops,102,Iran (Islamic Republic of),5419,Yield,15,Wheat,2015,2015,hg/ha,20159,Fc,Calculated data
QC,Crops,103,Iraq,5419,Yield,15,Wheat,2015,2015,hg/ha,28617,Fc,Calculated data
QC,Crops,104,Ireland,5419,Yield,15,Wheat,2015,2015,hg/ha,106677,Fc,Calculated data
QC,Crops,105,Israel,5419,Yield,15,Wheat,2015,2015,hg/ha,34055,Fc,Calculated data
QC,Crops,106,Italy,5419,Yield,15,Wheat,2015,2015,hg/ha,39280,Fc,Calculated data
QC,Crops,110,Japan,5419,Yield,15,Wheat,2015,2015,hg/ha,47114,Fc,Calculated data
QC,Crops,112,Jordan,5419,Yield,15,Wheat,2015,2015,hg/ha,9852,Fc,Calculated data
QC,Crops,108,Kazakhstan,5419,Yield,15,Wheat,2015,2015,hg/ha,11881,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,15,Wheat,2015,2015,hg/ha,19841,Fc,Calculated data
QC,Crops,118,Kuwait,5419,Yield,15,Wheat,2015,2015,hg/ha,37500,Fc,Calculated data
QC,Crops,113,Kyrgyzstan,5419,Yield,15,Wheat,2015,2015,hg/ha,23701,Fc,Calculated data
QC,Crops,119,Latvia,5419,Yield,15,Wheat,2015,2015,hg/ha,50304,Fc,Calculated data
QC,Crops,121,Lebanon,5419,Yield,15,Wheat,2015,2015,hg/ha,33905,Fc,Calculated data
QC,Crops,122,Lesotho,5419,Yield,15,Wheat,2015,2015,hg/ha,8315,Fc,Calculated data
QC,Crops,124,Libya,5419,Yield,15,Wheat,2015,2015,hg/ha,7949,Fc,Calculated data
QC,Crops,126,Lithuania,5419,Yield,15,Wheat,2015,2015,hg/ha,52384,Fc,Calculated data
QC,Crops,256,Luxembourg,5419,Yield,15,Wheat,2015,2015,hg/ha,62825,Fc,Calculated data
QC,Crops,129,Madagascar,5419,Yield,15,Wheat,2015,2015,hg/ha,24276,Fc,Calculated data
QC,Crops,130,Malawi,5419,Yield,15,Wheat,2015,2015,hg/ha,12790,Fc,Calculated data
QC,Crops,133,Mali,5419,Yield,15,Wheat,2015,2015,hg/ha,39401,Fc,Calculated data
QC,Crops,134,Malta,5419,Yield,15,Wheat,2015,2015,hg/ha,48054,Fc,Calculated data
QC,Crops,136,Mauritania,5419,Yield,15,Wheat,2015,2015,hg/ha,21223,Fc,Calculated data
QC,Crops,138,Mexico,5419,Yield,15,Wheat,2015,2015,hg/ha,45256,Fc,Calculated data
QC,Crops,141,Mongolia,5419,Yield,15,Wheat,2015,2015,hg/ha,5645,Fc,Calculated data
QC,Crops,273,Montenegro,5419,Yield,15,Wheat,2015,2015,hg/ha,28682,Fc,Calculated data
QC,Crops,143,Morocco,5419,Yield,15,Wheat,2015,2015,hg/ha,24664,Fc,Calculated data
QC,Crops,144,Mozambique,5419,Yield,15,Wheat,2015,2015,hg/ha,10787,Fc,Calculated data
QC,Crops,28,Myanmar,5419,Yield,15,Wheat,2015,2015,hg/ha,18616,Fc,Calculated data
QC,Crops,147,Namibia,5419,Yield,15,Wheat,2015,2015,hg/ha,62709,Fc,Calculated data
QC,Crops,149,Nepal,5419,Yield,15,Wheat,2015,2015,hg/ha,25914,Fc,Calculated data
QC,Crops,150,Netherlands,5419,Yield,15,Wheat,2015,2015,hg/ha,91255,Fc,Calculated data
QC,Crops,153,New Caledonia,5419,Yield,15,Wheat,2015,2015,hg/ha,34393,Fc,Calculated data
QC,Crops,156,New Zealand,5419,Yield,15,Wheat,2015,2015,hg/ha,86722,Fc,Calculated data
QC,Crops,158,Niger,5419,Yield,15,Wheat,2015,2015,hg/ha,20664,Fc,Calculated data
QC,Crops,159,Nigeria,5419,Yield,15,Wheat,2015,2015,hg/ha,10000,Fc,Calculated data
QC,Crops,162,Norway,5419,Yield,15,Wheat,2015,2015,hg/ha,57745,Fc,Calculated data
QC,Crops,299,Occupied Palestinian Territory,5419,Yield,15,Wheat,2015,2015,hg/ha,19138,Fc,Calculated data
QC,Crops,221,Oman,5419,Yield,15,Wheat,2015,2015,hg/ha,29882,Fc,Calculated data
QC,Crops,165,Pakistan,5419,Yield,15,Wheat,2015,2015,hg/ha,27256,Fc,Calculated data
QC,Crops,169,Paraguay,5419,Yield,15,Wheat,2015,2015,hg/ha,18986,Fc,Calculated data
QC,Crops,170,Peru,5419,Yield,15,Wheat,2015,2015,hg/ha,15529,Fc,Calculated data
QC,Crops,173,Poland,5419,Yield,15,Wheat,2015,2015,hg/ha,45744,Fc,Calculated data
QC,Crops,174,Portugal,5419,Yield,15,Wheat,2015,2015,hg/ha,20232,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,15,Wheat,2015,2015,hg/ha,26234,Fc,Calculated data
QC,Crops,146,Republic of Moldova,5419,Yield,15,Wheat,2015,2015,hg/ha,26729,Fc,Calculated data
QC,Crops,183,Romania,5419,Yield,15,Wheat,2015,2015,hg/ha,37872,Fc,Calculated data
QC,Crops,185,Russian Federation,5419,Yield,15,Wheat,2015,2015,hg/ha,23883,Fc,Calculated data
QC,Crops,184,Rwanda,5419,Yield,15,Wheat,2015,2015,hg/ha,22176,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,15,Wheat,2015,2015,hg/ha,56350,Fc,Calculated data
QC,Crops,272,Serbia,5419,Yield,15,Wheat,2015,2015,hg/ha,41161,Fc,Calculated data
QC,Crops,199,Slovakia,5419,Yield,15,Wheat,2015,2015,hg/ha,55098,Fc,Calculated data
QC,Crops,198,Slovenia,5419,Yield,15,Wheat,2015,2015,hg/ha,51102,Fc,Calculated data
QC,Crops,201,Somalia,5419,Yield,15,Wheat,2015,2015,hg/ha,3964,Fc,Calculated data
QC,Crops,202,South Africa,5419,Yield,15,Wheat,2015,2015,hg/ha,30219,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,15,Wheat,2015,2015,hg/ha,29236,Fc,Calculated data
QC,Crops,276,Sudan,5419,Yield,15,Wheat,2015,2015,hg/ha,34393,Fc,Calculated data
QC,Crops,209,Eswatini,5419,Yield,15,Wheat,2015,2015,hg/ha,17343,Fc,Calculated data
QC,Crops,210,Sweden,5419,Yield,15,Wheat,2015,2015,hg/ha,72132,Fc,Calculated data
QC,Crops,211,Switzerland,5419,Yield,15,Wheat,2015,2015,hg/ha,59882,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,15,Wheat,2015,2015,hg/ha,20129,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,15,Wheat,2015,2015,hg/ha,30320,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,15,Wheat,2015,2015,hg/ha,10165,Fc,Calculated data
QC,Crops,154,The former Yugoslav Republic of Macedonia,5419,Yield,15,Wheat,2015,2015,hg/ha,27541,Fc,Calculated data
QC,Crops,222,Tunisia,5419,Yield,15,Wheat,2015,2015,hg/ha,13985,Fc,Calculated data
QC,Crops,223,Turkey,5419,Yield,15,Wheat,2015,2015,hg/ha,28803,Fc,Calculated data
QC,Crops,213,Turkmenistan,5419,Yield,15,Wheat,2015,2015,hg/ha,11132,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,15,Wheat,2015,2015,hg/ha,15998,Fc,Calculated data
QC,Crops,230,Ukraine,5419,Yield,15,Wheat,2015,2015,hg/ha,38792,Fc,Calculated data
QC,Crops,225,United Arab Emirates,5419,Yield,15,Wheat,2015,2015,hg/ha,36528,Fc,Calculated data
QC,Crops,229,United Kingdom,5419,Yield,15,Wheat,2015,2015,hg/ha,89760,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,15,Wheat,2015,2015,hg/ha,8468,Fc,Calculated data
QC,Crops,231,United States of America,5419,Yield,15,Wheat,2015,2015,hg/ha,29299,Fc,Calculated data
QC,Crops,234,Uruguay,5419,Yield,15,Wheat,2015,2015,hg/ha,36082,Fc,Calculated data
QC,Crops,235,Uzbekistan,5419,Yield,15,Wheat,2015,2015,hg/ha,48175,Fc,Calculated data
QC,Crops,236,Venezuela (Bolivarian Republic of),5419,Yield,15,Wheat,2015,2015,hg/ha,29833,Fc,Calculated data
QC,Crops,249,Yemen,5419,Yield,15,Wheat,2015,2015,hg/ha,16692,Fc,Calculated data
QC,Crops,251,Zambia,5419,Yield,15,Wheat,2015,2015,hg/ha,68802,Fc,Calculated data
QC,Crops,181,Zimbabwe,5419,Yield,15,Wheat,2015,2015,hg/ha,19826,Fc,Calculated data
QC,Crops,20,Botswana,5312,Area harvested,15,Wheat,2015,2015,ha,,M,Data not available
QC,Crops,20,Botswana,5510,Production,15,Wheat,2015,2015,tonnes,,M,Data not available
QC,Crops,277,South Sudan,5312,Area harvested,15,Wheat,2015,2015,ha,,M,Data not available
QC,Crops,277,South Sudan,5510,Production,15,Wheat,2015,2015,tonnes,,M,Data not available
QC,Crops,7,Angola,5312,Area harvested,15,Wheat,2015,2015,ha,5198,Im,FAO data based on imputation methodology
QC,Crops,7,Angola,5510,Production,15,Wheat,2015,2015,tonnes,4037,Im,FAO data based on imputation methodology
QC,Crops,29,Burundi,5510,Production,15,Wheat,2015,2015,tonnes,6647,Im,FAO data based on imputation methodology
QC,Crops,32,Cameroon,5312,Area harvested,15,Wheat,2015,2015,ha,658,Im,FAO data based on imputation methodology
QC,Crops,32,Cameroon,5510,Production,15,Wheat,2015,2015,tonnes,875,Im,FAO data based on imputation methodology
QC,Crops,250,Democratic Republic of the Congo,5312,Area harvested,15,Wheat,2015,2015,ha,6207,Im,FAO data based on imputation methodology
QC,Crops,250,Democratic Republic of the Congo,5510,Production,15,Wheat,2015,2015,tonnes,8196,Im,FAO data based on imputation methodology
QC,Crops,95,Honduras,5312,Area harvested,15,Wheat,2015,2015,ha,2176,Im,FAO data based on imputation methodology
QC,Crops,95,Honduras,5510,Production,15,Wheat,2015,2015,tonnes,1208,Im,FAO data based on imputation methodology
QC,Crops,121,Lebanon,5312,Area harvested,15,Wheat,2015,2015,ha,41414,Im,FAO data based on imputation methodology
QC,Crops,121,Lebanon,5510,Production,15,Wheat,2015,2015,tonnes,140413,Im,FAO data based on imputation methodology
QC,Crops,122,Lesotho,5312,Area harvested,15,Wheat,2015,2015,ha,12563,Im,FAO data based on imputation methodology
QC,Crops,122,Lesotho,5510,Production,15,Wheat,2015,2015,tonnes,10446,Im,FAO data based on imputation methodology
QC,Crops,124,Libya,5312,Area harvested,15,Wheat,2015,2015,ha,249642,Im,FAO data based on imputation methodology
QC,Crops,124,Libya,5510,Production,15,Wheat,2015,2015,tonnes,198440,Im,FAO data based on imputation methodology
QC,Crops,129,Madagascar,5312,Area harvested,15,Wheat,2015,2015,ha,2060,Im,FAO data based on imputation methodology
QC,Crops,134,Malta,5312,Area harvested,15,Wheat,2015,2015,ha,3244,Im,FAO data based on imputation methodology
QC,Crops,134,Malta,5510,Production,15,Wheat,2015,2015,tonnes,15590,Im,FAO data based on imputation methodology
QC,Crops,136,Mauritania,5312,Area harvested,15,Wheat,2015,2015,ha,3548,Im,FAO data based on imputation methodology
QC,Crops,136,Mauritania,5510,Production,15,Wheat,2015,2015,tonnes,7530,Im,FAO data based on imputation methodology
QC,Crops,147,Namibia,5312,Area harvested,15,Wheat,2015,2015,ha,1884,Im,FAO data based on imputation methodology
QC,Crops,147,Namibia,5510,Production,15,Wheat,2015,2015,tonnes,11817,Im,FAO data based on imputation methodology
QC,Crops,153,New Caledonia,5312,Area harvested,15,Wheat,2015,2015,ha,1,Im,FAO data based on imputation methodology
QC,Crops,153,New Caledonia,5510,Production,15,Wheat,2015,2015,tonnes,5,Im,FAO data based on imputation methodology
QC,Crops,299,Occupied Palestinian Territory,5312,Area harvested,15,Wheat,2015,2015,ha,17151,Im,FAO data based on imputation methodology
QC,Crops,299,Occupied Palestinian Territory,5510,Production,15,Wheat,2015,2015,tonnes,32823,Im,FAO data based on imputation methodology
QC,Crops,184,Rwanda,5312,Area harvested,15,Wheat,2015,2015,ha,36606,Im,FAO data based on imputation methodology
QC,Crops,184,Rwanda,5510,Production,15,Wheat,2015,2015,tonnes,81179,Im,FAO data based on imputation methodology
QC,Crops,194,Saudi Arabia,5312,Area harvested,15,Wheat,2015,2015,ha,106583,Im,FAO data based on imputation methodology
QC,Crops,194,Saudi Arabia,5510,Production,15,Wheat,2015,2015,tonnes,600594,Im,FAO data based on imputation methodology
QC,Crops,201,Somalia,5312,Area harvested,15,Wheat,2015,2015,ha,2582,Im,FAO data based on imputation methodology
QC,Crops,201,Somalia,5510,Production,15,Wheat,2015,2015,tonnes,1023,Im,FAO data based on imputation methodology
QC,Crops,209,Eswatini,5312,Area harvested,15,Wheat,2015,2015,ha,326,Im,FAO data based on imputation methodology
QC,Crops,209,Eswatini,5510,Production,15,Wheat,2015,2015,tonnes,565,Im,FAO data based on imputation methodology
QC,Crops,212,Syrian Arab Republic,5312,Area harvested,15,Wheat,2015,2015,ha,1174247,Im,FAO data based on imputation methodology
QC,Crops,212,Syrian Arab Republic,5510,Production,15,Wheat,2015,2015,tonnes,2363630,Im,FAO data based on imputation methodology
QC,Crops,216,Thailand,5312,Area harvested,15,Wheat,2015,2015,ha,1239,Im,FAO data based on imputation methodology
QC,Crops,216,Thailand,5510,Production,15,Wheat,2015,2015,tonnes,1260,Im,FAO data based on imputation methodology
QC,Crops,213,Turkmenistan,5312,Area harvested,15,Wheat,2015,2015,ha,1263063,Im,FAO data based on imputation methodology
QC,Crops,225,United Arab Emirates,5312,Area harvested,15,Wheat,2015,2015,ha,22,Im,FAO data based on imputation methodology
QC,Crops,225,United Arab Emirates,5510,Production,15,Wheat,2015,2015,tonnes,82,Im,FAO data based on imputation methodology
QC,Crops,181,Zimbabwe,5312,Area harvested,15,Wheat,2015,2015,ha,23635,Im,FAO data based on imputation methodology
QC,Crops,181,Zimbabwe,5510,Production,15,Wheat,2015,2015,tonnes,46858,Im,FAO data based on imputation methodology
QC,Crops,2,Afghanistan,5312,Area harvested,15,Wheat,2015,2015,ha,2128104,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,2015,2015,tonnes,4673040,,Official data
QC,Crops,3,Albania,5312,Area harvested,15,Wheat,2015,2015,ha,69600,,Official data
QC,Crops,3,Albania,5510,Production,15,Wheat,2015,2015,tonnes,275000,,Official data
QC,Crops,4,Algeria,5312,Area harvested,15,Wheat,2015,2015,ha,1814722,,Official data
QC,Crops,4,Algeria,5510,Production,15,Wheat,2015,2015,tonnes,2656731,,Official data
QC,Crops,9,Argentina,5312,Area harvested,15,Wheat,2015,2015,ha,4027467,,Official data
QC,Crops,9,Argentina,5510,Production,15,Wheat,2015,2015,tonnes,11571228,,Official data
QC,Crops,1,Armenia,5312,Area harvested,15,Wheat,2015,2015,ha,108485,,Official data
QC,Crops,1,Armenia,5510,Production,15,Wheat,2015,2015,tonnes,362746,,Official data
QC,Crops,10,Australia,5312,Area harvested,15,Wheat,2015,2015,ha,12383673,,Official data
QC,Crops,10,Australia,5510,Production,15,Wheat,2015,2015,tonnes,23742560,,Official data
QC,Crops,11,Austria,5312,Area harvested,15,Wheat,2015,2015,ha,302965,,Official data
QC,Crops,11,Austria,5510,Production,15,Wheat,2015,2015,tonnes,1725737,,Official data
QC,Crops,52,Azerbaijan,5312,Area harvested,15,Wheat,2015,2015,ha,539677,,Official data
QC,Crops,52,Azerbaijan,5510,Production,15,Wheat,2015,2015,tonnes,1639830,,Official data
QC,Crops,16,Bangladesh,5312,Area harvested,15,Wheat,2015,2015,ha,437647,,Official data
QC,Crops,16,Bangladesh,5510,Production,15,Wheat,2015,2015,tonnes,1348000,,Official data
QC,Crops,57,Belarus,5312,Area harvested,15,Wheat,2015,2015,ha,730997,,Official data
QC,Crops,57,Belarus,5510,Production,15,Wheat,2015,2015,tonnes,2896411,,Official data
QC,Crops,255,Belgium,5312,Area harvested,15,Wheat,2015,2015,ha,201628,,Official data
QC,Crops,255,Belgium,5510,Production,15,Wheat,2015,2015,tonnes,2019347,,Official data
QC,Crops,18,Bhutan,5312,Area harvested,15,Wheat,2015,2015,ha,1962,,Official data
QC,Crops,18,Bhutan,5510,Production,15,Wheat,2015,2015,tonnes,3548,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,15,Wheat,2015,2015,ha,196188,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,15,Wheat,2015,2015,tonnes,337599,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,15,Wheat,2015,2015,ha,60407,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,15,Wheat,2015,2015,tonnes,213015,,Official data
QC,Crops,21,Brazil,5312,Area harvested,15,Wheat,2015,2015,ha,2472628,,Official data
QC,Crops,21,Brazil,5510,Production,15,Wheat,2015,2015,tonnes,5508451,,Official data
QC,Crops,27,Bulgaria,5312,Area harvested,15,Wheat,2015,2015,ha,1105916,,Official data
QC,Crops,27,Bulgaria,5510,Production,15,Wheat,2015,2015,tonnes,5011597,,Official data
QC,Crops,29,Burundi,5312,Area harvested,15,Wheat,2015,2015,ha,9740,,Official data
QC,Crops,33,Canada,5312,Area harvested,15,Wheat,2015,2015,ha,9577400,,Official data
QC,Crops,33,Canada,5510,Production,15,Wheat,2015,2015,tonnes,27594100,,Official data
QC,Crops,39,Chad,5312,Area harvested,15,Wheat,2015,2015,ha,689,,Official data
QC,Crops,39,Chad,5510,Production,15,Wheat,2015,2015,tonnes,965,,Official data
QC,Crops,40,Chile,5312,Area harvested,15,Wheat,2015,2015,ha,263164,,Official data
QC,Crops,40,Chile,5510,Production,15,Wheat,2015,2015,tonnes,1482310,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,15,Wheat,2015,2015,ha,24141400,,Official data
QC,Crops,41,"China, mainland",5510,Production,15,Wheat,2015,2015,tonnes,130185000,,Official data
QC,Crops,214,"China, Taiwan Province of",5312,Area harvested,15,Wheat,2015,2015,ha,3116,,Official data
QC,Crops,214,"China, Taiwan Province of",5510,Production,15,Wheat,2015,2015,tonnes,7335,,Official data
QC,Crops,44,Colombia,5312,Area harvested,15,Wheat,2015,2015,ha,2825,,Official data
QC,Crops,44,Colombia,5510,Production,15,Wheat,2015,2015,tonnes,4567,,Official data
QC,Crops,98,Croatia,5312,Area harvested,15,Wheat,2015,2015,ha,140986,,Official data
QC,Crops,98,Croatia,5510,Production,15,Wheat,2015,2015,tonnes,758638,,Official data
QC,Crops,50,Cyprus,5312,Area harvested,15,Wheat,2015,2015,ha,11969,,Official data
QC,Crops,50,Cyprus,5510,Production,15,Wheat,2015,2015,tonnes,35356,,Official data
QC,Crops,167,Czechia,5312,Area harvested,15,Wheat,2015,2015,ha,829820,,Official data
QC,Crops,167,Czechia,5510,Production,15,Wheat,2015,2015,tonnes,5274272,,Official data
QC,Crops,54,Denmark,5312,Area harvested,15,Wheat,2015,2015,ha,632400,,Official data
QC,Crops,54,Denmark,5510,Production,15,Wheat,2015,2015,tonnes,5029300,,Official data
QC,Crops,58,Ecuador,5312,Area harvested,15,Wheat,2015,2015,ha,2865,,Official data
QC,Crops,58,Ecuador,5510,Production,15,Wheat,2015,2015,tonnes,2053,,Official data
QC,Crops,59,Egypt,5312,Area harvested,15,Wheat,2015,2015,ha,1457506,,Official data
QC,Crops,59,Egypt,5510,Production,15,Wheat,2015,2015,tonnes,9607736,,Official data
QC,Crops,63,Estonia,5312,Area harvested,15,Wheat,2015,2015,ha,169700,,Official data
QC,Crops,63,Estonia,5510,Production,15,Wheat,2015,2015,tonnes,812600,,Official data
QC,Crops,238,Ethiopia,5312,Area harvested,15,Wheat,2015,2015,ha,1664565,,Official data
QC,Crops,238,Ethiopia,5510,Production,15,Wheat,2015,2015,tonnes,4650934,,Official data
QC,Crops,67,Finland,5312,Area harvested,15,Wheat,2015,2015,ha,241800,,Official data
QC,Crops,67,Finland,5510,Production,15,Wheat,2015,2015,tonnes,992100,,Official data
QC,Crops,68,France,5312,Area harvested,15,Wheat,2015,2015,ha,5480208,,Official data
QC,Crops,68,France,5510,Production,15,Wheat,2015,2015,tonnes,42750027,,Official data
QC,Crops,73,Georgia,5312,Area harvested,15,Wheat,2015,2015,ha,48700,,Official data
QC,Crops,73,Georgia,5510,Production,15,Wheat,2015,2015,tonnes,125600,,Official data
QC,Crops,79,Germany,5312,Area harvested,15,Wheat,2015,2015,ha,3282700,,Official data
QC,Crops,79,Germany,5510,Production,15,Wheat,2015,2015,tonnes,26549500,,Official data
QC,Crops,84,Greece,5312,Area harvested,15,Wheat,2015,2015,ha,537490,,Official data
QC,Crops,84,Greece,5510,Production,15,Wheat,2015,2015,tonnes,1609770,,Official data
QC,Crops,89,Guatemala,5312,Area harvested,15,Wheat,2015,2015,ha,280,,Official data
QC,Crops,89,Guatemala,5510,Production,15,Wheat,2015,2015,tonnes,594,,Official data
QC,Crops,97,Hungary,5312,Area harvested,15,Wheat,2015,2015,ha,1029318,,Official data
QC,Crops,97,Hungary,5510,Production,15,Wheat,2015,2015,tonnes,5331426,,Official data
QC,Crops,100,India,5312,Area harvested,15,Wheat,2015,2015,ha,31470000,,Official data
QC,Crops,100,India,5510,Production,15,Wheat,2015,2015,tonnes,86530000,,Official data
QC,Crops,102,Iran (Islamic Republic of),5312,Area harvested,15,Wheat,2015,2015,ha,5715616,,Official data
QC,Crops,102,Iran (Islamic Republic of),5510,Production,15,Wheat,2015,2015,tonnes,11522318,,Official data
QC,Crops,103,Iraq,5312,Area harvested,15,Wheat,2015,2015,ha,924311,,Official data
QC,Crops,103,Iraq,5510,Production,15,Wheat,2015,2015,tonnes,2645061,,Official data
QC,Crops,104,Ireland,5312,Area harvested,15,Wheat,2015,2015,ha,65300,,Official data
QC,Crops,104,Ireland,5510,Production,15,Wheat,2015,2015,tonnes,696600,,Official data
QC,Crops,105,Israel,5312,Area harvested,15,Wheat,2015,2015,ha,50800,,Official data
QC,Crops,105,Israel,5510,Production,15,Wheat,2015,2015,tonnes,173000,,Official data
QC,Crops,106,Italy,5312,Area harvested,15,Wheat,2015,2015,ha,1882516,,Official data
QC,Crops,106,Italy,5510,Production,15,Wheat,2015,2015,tonnes,7394495,,Official data
QC,Crops,110,Japan,5312,Area harvested,15,Wheat,2015,2015,ha,213100,,Official data
QC,Crops,110,Japan,5510,Production,15,Wheat,2015,2015,tonnes,1004000,,Official data
QC,Crops,112,Jordan,5312,Area harvested,15,Wheat,2015,2015,ha,22255,,Official data
QC,Crops,112,Jordan,5510,Production,15,Wheat,2015,2015,tonnes,21925,,Official data
QC,Crops,108,Kazakhstan,5312,Area harvested,15,Wheat,2015,2015,ha,11570703,,Official data
QC,Crops,108,Kazakhstan,5510,Production,15,Wheat,2015,2015,tonnes,13747587,,Official data
